Priceperweek,Population,Monthlyincome,Averageparkingpermonth,Numberofweeklyriders
52,1752564,6988,100,132644
35,1767414,5800,97,154493
52,1747345,10556,127,142602
21,1773206,5800,50,164969
59,1741489,9166,109,137440
60,1738558,9575,114,138416
35,1762949,5800,87,155638
32,1766198,5800,58,161599
55,1746166,7539,147,134753
46,1756141,7581,82,140680
15,1778323,5800,54,169998
67,1729674,10632,168,128803
43,1758136,6698,92,138535
15,1785000,5800,50,176714
51,1742834,5800,77,141370
43,1757988,7094,126,155820
70,1727593,9923,181,121551
74,1730697,11762,155,118482
15,1788529,5800,60,171547
89,1709359,12147,162,115696
40,1760348,5800,84,149652
35,1756139,5800,72,154641
55,1739978,9689,142,134591
37,1761154,5800,70,164009
53,1756281,10323,82,135731
15,1786369,5800,50,177465
101,1704030,15805,188,115696
31,1767406,5800,67,159067
50,1754414,7812,79,146160
47,1754029,7753,115,147195
67,1738019,9947,134,125169
48,1750691,5800,105,147528
30,1770740,5800,76,169494
68,1726571,10187,149,129369
69,1731065,10938,199,116285
31,1772756,5996,84,165278
21,1775056,5800,50,168415
30,1768593,5800,68,155486
63,1735189,8358,112,128227
23,1785986,5800,62,166603
48,1751877,8169,120,144944
35,1769659,6017,89,158855
44,1751951,7034,96,153420
27,1774708,5800,72,160351
101,1698751,13703,200,115696
55,1747668,7455,135,140321
92,1701600,12338,200,115696
33,1773439,5800,92,159370
80,1719914,12282,140,117785
27,1773718,5800,91,159495
55,1740534,10944,65,139560
62,1743439,8778,91,127764
20,1788315,5800,50,175096
68,1737776,10036,179,132624
23,1774997,5800,50,167095
61,1730891,6262,130,127690
59,1735518,9758,154,141117
52,1748143,8716,93,137495
41,1757814,7257,97,154415
34,1765113,5800,50,154748
69,1730591,10224,138,121563
27,1771961,5800,50,167570
46,1756733,5862,81,145077
46,1751620,6268,104,143543
51,1749088,6565,78,136980
37,1755755,6526,93,148272
55,1736981,8700,92,133692
32,1762971,5800,50,167072
47,1754684,8125,68,144569
80,1721833,12145,164,115696
28,1762931,5800,50,157431
76,1734576,10590,165,118284
38,1762017,5800,50,153158
45,1749936,6174,106,148440
60,1740044,8410,142,125656
30,1775495,5800,77,167829
65,1736634,10261,116,126590
23,1777419,5800,50,166107
71,1732009,10750,141,121426
69,1729744,10029,114,123270
44,1759090,6401,91,158633
61,1749810,7395,125,132924
64,1731637,8767,143,133464
54,1757191,8058,118,145503
50,1751817,7933,132,142564
66,1730102,9021,106,121086
67,1724845,8789,140,125513
25,1780504,5800,77,170664
68,1723663,9970,83,128338
83,1726564,10644,165,115696
23,1779439,5800,68,177932
57,1740126,7024,123,130514
60,1738359,10258,126,125128
44,1755631,5800,107,145363
15,1779289,5800,50,179526
60,1737408,9540,120,130324
55,1742461,9091,100,143809
58,1738075,9109,159,133528
58,1738100,7513,103,128707
56,1745980,8313,69,129367
48,1745432,10004,66,140370
63,1734564,9820,104,133232
93,1703006,13580,200,115696
68,1737762,11981,160,125316
35,1760058,5800,63,160516
15,1784620,5800,50,184367
66,1731754,9581,129,115696
69,1729258,9529,126,125143
65,1729299,9913,128,124493
15,1778463,5800,92,170825
45,1752698,6930,98,141494
26,1775311,5800,70,161165
49,1753352,9077,97,147834
73,1730632,9667,127,117987
74,1721354,10011,159,118077
51,1753763,7145,124,153770
49,1757585,6861,58,148554
40,1753301,5923,106,148196
41,1761756,7520,115,154960
25,1773201,5800,56,160436
15,1782471,5800,54,181608
84,1717469,13427,192,116221
51,1743394,9241,108,138547
66,1736552,9028,177,120158
52,1760443,9074,116,133376
24,1776045,5800,58,165938
41,1757811,7689,82,150458
91,1710553,14976,200,115696
72,1725628,11232,166,115696
39,1757139,5800,87,153253
65,1733989,9519,91,129519
69,1730532,9380,139,125956
40,1759162,6430,111,152912
22,1777047,5800,50,168252
18,1784615,5800,50,166919
55,1749123,7900,138,131254
16,1789112,5800,50,174882
81,1716683,11980,141,115696
22,1784889,5800,50,180824
63,1740343,7753,112,129387
51,1754304,8307,93,153029
33,1768067,5800,96,158964
55,1750279,8393,103,140097
71,1728604,10600,115,125575
40,1758710,5800,102,152533
22,1782293,5800,51,175750
23,1786067,5800,59,176971
62,1748003,9326,102,130671
53,1738102,6292,115,132182
49,1758307,8842,54,150163
62,1740652,8398,124,130091
45,1764479,6641,79,152157
29,1766632,5800,58,164467
72,1727706,10173,142,125384
25,1770031,5800,50,175787
70,1740961,9883,99,115696
68,1730197,9981,189,119644
81,1718830,12848,150,115696
50,1747813,7586,50,147715
77,1722126,11181,168,120026
59,1742270,7271,109,132850
17,1771136,5800,66,176813
47,1756169,6829,112,140257
73,1719764,12597,141,123749
42,1759974,6169,65,156412
22,1782764,5800,55,175010
43,1757626,6063,70,157432
62,1738713,8793,118,125251
93,1704825,13500,181,115696
72,1725749,11758,143,115696
63,1736609,9986,130,130069
19,1782284,5800,50,167811
45,1752068,5800,76,147642
58,1746396,8601,121,124964
35,1775245,5800,88,147815
50,1753100,8666,109,145223
43,1765426,5800,66,149040
77,1724120,10970,159,119819
39,1762799,6348,78,156427
37,1758028,5800,64,159907
36,1764879,6366,51,152739
43,1748407,6936,89,146416
47,1750601,7274,160,140714
59,1749146,8438,101,133727
35,1770175,5800,103,161023
69,1731366,9961,144,132252
68,1734784,9831,133,119858
34,1755436,5800,57,154171
70,1738855,11757,180,117455
100,1701832,14640,200,115696
23,1777114,5800,50,166098
51,1749149,7509,90,135468
49,1748774,7637,87,136325
69,1733125,9809,136,125927
65,1738517,9791,115,130169
65,1732262,8291,119,127112
50,1752339,5903,142,127809
39,1764156,5963,50,157328
48,1762661,8061,103,145326
90,1701399,13963,147,115696
34,1764413,6468,50,158354
59,1740544,9165,134,135908
53,1745682,7875,76,139230
29,1781375,5800,50,157937
55,1740456,7511,125,137607
72,1720478,10374,138,116229
76,1724836,11247,159,121589
102,1699259,15172,200,115696
77,1725282,11401,161,117998
42,1760334,5800,96,155985
49,1750763,8522,88,140816
19,1790575,5800,50,181055
46,1749567,9226,143,144929
39,1758830,5800,60,156528
17,1781782,5800,50,169028
41,1753862,6030,127,147632
76,1720628,12173,129,118990
58,1743295,9543,134,136078
57,1743903,7882,132,132877
46,1752322,8151,57,137534
22,1770785,5800,51,174182
69,1724145,11742,84,116182
21,1780583,5800,50,172262
63,1738156,8529,114,125713
50,1752361,8794,77,147597
90,1712739,11613,176,115696
76,1722564,12495,151,119640
72,1725064,10626,166,122259
47,1745516,7727,104,147649
28,1766452,5800,60,162417
52,1746729,6180,96,132737
78,1729027,11471,126,115696
41,1760348,5800,85,155760
67,1725778,10823,164,128334
49,1756234,7901,116,140243
78,1724375,12528,151,115696
19,1780742,5800,50,168751
89,1716660,13884,181,115696
71,1734387,11773,122,118395
37,1756010,5800,50,152687
29,1774690,5800,50,159732
65,1736530,9481,113,132356
26,1774653,5800,50,165837
76,1720174,12358,155,115696
63,1735183,10157,99,122249
56,1732765,8609,120,135741
52,1742800,6301,67,141192
50,1744096,7201,101,126806
30,1764169,5800,50,167002
63,1738127,10647,122,131877
19,1777802,5800,50,172861
22,1777471,5800,50,171442
53,1743169,6890,104,132984
73,1725812,10376,152,118882
46,1756565,6623,58,148001
57,1745953,7857,132,132961
54,1738949,7295,120,145373
61,1737202,9598,107,129885
28,1769394,5800,60,160652
70,1738916,9342,150,128148
83,1720360,14505,170,115731
41,1761608,5800,65,146596
62,1736060,8359,133,121972
45,1754588,6186,110,143767
53,1754223,7986,80,140292
54,1737742,9606,120,137698
68,1719887,10392,166,126397
40,1752260,6817,76,154438
66,1733658,10346,153,130390
29,1767458,5800,50,163144
63,1739412,9448,94,124236
50,1749192,7745,93,141275
58,1745281,9438,123,139979
81,1720223,11881,158,117787
60,1750034,8720,140,130284
33,1760527,5800,85,165230
52,1742413,9032,93,145441
36,1762428,5800,75,154875
55,1739874,7084,119,137248
34,1770400,5800,63,157942
38,1759659,5800,60,152426
45,1747058,6377,90,141672
62,1730274,7248,139,135894
69,1742306,9796,143,124031
100,1698115,14632,200,115696
55,1749383,8760,75,135916
73,1728098,10395,138,122232
55,1743718,9410,124,132206
31,1775234,5800,50,162862
60,1731453,7987,141,130450
90,1720512,15601,200,115696
44,1760690,7857,105,154465
79,1721970,11529,134,115696
63,1740595,10605,164,136517
27,1767166,5800,50,161302
21,1790354,5800,83,173366
46,1756997,7177,116,150625
40,1764387,7979,87,153037
64,1732263,9256,149,131557
27,1787593,6046,61,170773
43,1755241,5800,107,148139
71,1739026,11869,137,122657
19,1788843,5800,50,178906
58,1737887,7019,126,133643
100,1690873,15312,197,115696
82,1713945,11680,167,115696
86,1722741,12632,167,115696
49,1747202,6284,73,143621
40,1760554,5918,96,150555
28,1776542,5800,50,160790
46,1758130,5800,89,145201
45,1754444,7394,113,146373
43,1762712,5945,108,149049
70,1730978,11909,145,121689
18,1780750,5800,50,171084
75,1723127,9903,145,121467
57,1739241,9038,150,138429
88,1712510,12681,177,115696
57,1741795,7084,90,136635
28,1767893,5800,50,160089
51,1748332,8758,110,138281
33,1758780,5800,54,160572
15,1784350,5800,50,176793
40,1755075,6254,87,154939
49,1760768,7172,99,139492
41,1765039,5800,114,151435
34,1756562,5800,50,155444
50,1742222,8661,61,144090
39,1758404,5800,70,159311
58,1748965,9649,130,129214
94,1708983,14748,189,115696
86,1711889,11599,157,115696
30,1777336,5800,50,161521
25,1769965,5800,50,172210
55,1749925,9406,126,134104
59,1742736,10021,100,130090
51,1746883,6744,63,151653
58,1746537,9275,104,130747
36,1758868,6449,65,154756
61,1735566,8230,137,131844
15,1777006,5800,50,176697
42,1753983,5800,73,142731
42,1761548,5800,110,150633
32,1763094,7003,70,158993
49,1752708,6806,88,150668
57,1736494,8216,105,125522
37,1756153,5800,83,156662
49,1746858,8008,67,142225
66,1733287,8507,124,138112
58,1742215,8319,166,133530
67,1733675,9969,147,129207
15,1781834,5800,78,174224
60,1738672,8356,116,130230
46,1749693,7550,87,141230
17,1779912,5800,50,170785
79,1721287,9729,142,116809
37,1753745,6048,96,164937
49,1753127,9260,113,143533
30,1768334,5800,50,165225
51,1750472,8564,97,143339
15,1788450,5800,50,181783
43,1758123,5800,84,147149
44,1756215,6157,71,145800
56,1740535,8788,129,134485
58,1741753,9236,72,129087
36,1762752,5800,112,160390
55,1742927,6029,142,142382
58,1755593,9239,110,135756
27,1768539,5800,68,167226
90,1709763,13198,144,115696
50,1751301,7195,91,145392
52,1751318,8788,93,138831
36,1766595,5841,68,148473
35,1766930,5800,87,156857
61,1735436,8634,92,129231
65,1734485,9792,120,121411
72,1723724,11311,161,127969
64,1741223,9148,137,136570
102,1696663,14254,164,115696
51,1753410,6662,107,136021
15,1782980,5800,50,178001
15,1779330,5800,50,177436
37,1767141,6299,50,150771
74,1722851,10542,171,123232
69,1727081,6507,167,115696
40,1767348,5800,97,146814
26,1780554,5800,50,163541
56,1749670,8479,127,126173
79,1721981,11016,127,115696
30,1775259,5800,50,167322
50,1756905,8360,96,136366
45,1755839,5800,84,146947
58,1736867,10053,114,140125
46,1743653,6591,132,151217
56,1730708,8589,123,139501
15,1785566,5800,50,179590
45,1751207,5800,104,139168
87,1711093,12924,171,115696
65,1726287,9764,134,127747
34,1763061,6048,63,159672
49,1751357,6888,106,149384
29,1769581,5800,52,166102
39,1773332,6023,74,151314
15,1781658,5800,50,177374
37,1764526,5800,99,157829
29,1772495,5800,82,172706
75,1722293,11367,137,115696
42,1763115,5800,93,159444
75,1717318,11495,143,115696
15,1784618,5800,70,182418
48,1757383,9290,116,146998
15,1784839,5800,50,179960
49,1752048,7166,88,144100
51,1752279,8235,76,153861
40,1756436,5949,105,148027
55,1751865,7565,123,133200
75,1724134,10771,117,115696
36,1763015,5800,73,150898
42,1755307,7138,83,160114
54,1744175,5882,101,136488
62,1741124,11202,108,137365
74,1728378,11354,120,115696
67,1723430,11081,153,126969
54,1748176,6045,144,143378
65,1739796,9878,139,127047
51,1756740,7777,103,137575
53,1740929,8666,74,138240
37,1767615,5800,88,147582
91,1699584,11892,163,115696
78,1724443,10510,90,115696
42,1754964,8499,76,145299
32,1773383,5800,67,165447
69,1730478,9482,142,131961
59,1737077,8084,130,127424
57,1737103,6426,114,133219
31,1774691,5800,71,162996
38,1770755,6860,64,156084
18,1779120,5800,50,175574
28,1777705,5800,62,166805
51,1745477,7029,118,137115
42,1758339,5800,77,153795
70,1723595,11587,129,127516
15,1788302,5800,50,170929
51,1750728,6437,87,138917
61,1735492,8463,129,135557
24,1772743,5800,60,163755
60,1747762,9359,98,138013
85,1715120,10735,200,115696
51,1753522,8749,119,132729
72,1723958,10557,170,115696
59,1742506,9633,117,139659
71,1731065,12342,124,116493
55,1749442,7347,109,135799
23,1779999,5800,50,174247
27,1776518,5800,72,164230
60,1744976,9314,92,129013
36,1759861,5800,92,152781
61,1735350,9622,97,129643
27,1770269,5800,50,174578
48,1749109,6204,87,139643
22,1776471,5800,50,167863
53,1752062,7833,127,131121
65,1737445,11094,127,127989
68,1728680,10834,174,128615
62,1738342,10849,106,128661
66,1724839,10591,153,129400
25,1776850,5800,67,159185
41,1763614,6505,88,150650
62,1728512,10041,92,125561
55,1744869,7352,88,129513
66,1721834,8193,141,125663
83,1719164,11858,137,115696
15,1785679,5800,50,186219
74,1722950,10494,187,115696
42,1755026,7517,88,155937
50,1751316,7698,95,146366
59,1741583,8785,122,135809
27,1776942,5800,66,166792
28,1772776,5800,74,154722
60,1748242,7960,110,126799
59,1741942,9387,131,122299
35,1764068,5800,50,154655
27,1774987,5800,50,163933
69,1728701,11020,172,123255
59,1732784,9662,136,131470
29,1762646,5800,50,162271
15,1785258,5800,50,181825
51,1749626,5800,138,144632
53,1748955,7323,85,135751
42,1755515,6788,77,150412
31,1760329,6389,55,170489
59,1741444,7799,91,136498
41,1761805,5800,74,148110
63,1748423,10256,119,139912
65,1743015,7689,123,122745
57,1741543,7918,86,130523
30,1775952,5800,62,153700
58,1734649,9706,135,141891
23,1776842,5800,62,164320
48,1751273,6197,131,142191
84,1716913,12908,167,115696
40,1757839,5800,86,153836
29,1770099,5800,53,162810
89,1706451,13550,200,115696
49,1746431,7339,92,145191
20,1779735,5800,55,165907
27,1776110,5800,81,167509
50,1754973,7818,96,142420
102,1699376,14922,182,115696
44,1751753,7034,114,143705
74,1720711,10882,150,119865
35,1761380,5800,65,150498
29,1766472,5800,50,161808
38,1757289,5800,77,143489
15,1771109,5800,50,178008
22,1777356,5800,54,170031
42,1754104,5800,74,152519
55,1752162,8962,86,142932
39,1763821,6190,106,148207
23,1776714,5800,68,172234
53,1751181,6531,94,135482
15,1776956,5800,50,183428
64,1739697,9644,140,119457
15,1779822,5800,50,180177
40,1764959,7826,79,156475
60,1745829,8909,124,126206
26,1781593,5800,65,163657
69,1734338,11144,151,130480
39,1764252,5800,68,150128
15,1786781,5800,64,175028
39,1758003,5800,84,154262
15,1780891,5800,88,179896
40,1757741,6966,149,145178
34,1766245,5800,56,162304
102,1702569,15085,185,115696
36,1760108,5800,92,160363
45,1761626,6496,84,149963
15,1789596,5800,50,171535
51,1761619,6608,108,134922
73,1726461,10377,134,115696
67,1736200,10327,129,127269
23,1774165,5800,64,166046
23,1778673,5800,69,174363
50,1752655,7256,86,139957
43,1754244,5800,128,151760
67,1727257,10885,142,126666
55,1745395,7642,132,135025
22,1779349,5800,61,164308
50,1745313,7366,57,141707
53,1746238,6488,92,141123
69,1733245,10693,124,122881
44,1750959,5800,113,155497
53,1749719,6044,90,138282
63,1739411,8277,135,125246
67,1737039,9828,114,120135
50,1750590,6708,79,147590
46,1751294,6578,64,139011
68,1724449,9672,150,117739
65,1739680,10035,176,115696
26,1773001,5800,50,161293
15,1780261,5800,50,173141
55,1749547,7046,104,146543
61,1740596,7368,132,136205
58,1734203,7914,132,136007
40,1756227,5800,85,152606
54,1750647,7758,125,137142
68,1728356,9763,88,128927
75,1722596,11380,120,116931
75,1714447,10358,153,117851
61,1745988,9987,147,134152
23,1781603,5800,50,169978
62,1735295,9993,80,132810
34,1765181,6457,82,162532
70,1725176,9209,151,122858
72,1731704,11254,174,116937
32,1764524,5800,50,155251
35,1760770,5800,54,158384
73,1723286,9324,136,119532
32,1772778,6136,78,162932
64,1734764,10493,120,131434
64,1723350,9609,148,125124
52,1755747,8197,87,139013
52,1740314,6978,105,137903
60,1739695,10143,119,130082
27,1775263,5800,50,160738
90,1717598,12772,195,115696
58,1734661,8886,124,130103
52,1743484,8109,120,138588
49,1755381,7944,122,149236
91,1701489,14160,200,115696
32,1777446,5800,84,162064
41,1759545,5800,69,153266
60,1728410,9194,140,132780
41,1758046,5800,104,154149
45,1747792,6288,123,141644
31,1762753,5800,50,159836
15,1787850,5800,50,176826
66,1732848,11427,145,130041
48,1747645,6680,126,141817
45,1752567,6630,102,152823
71,1727224,11562,124,120697
80,1708657,13026,167,115696
74,1719218,11293,124,122239
42,1754290,5800,58,164286
57,1746741,6439,124,134121
55,1746305,7551,122,149042
36,1762969,5800,91,148991
51,1749463,8160,103,143928
48,1747702,6363,90,142288
74,1721416,10729,154,115696
46,1761279,7640,108,148143
47,1755118,6807,115,146684
34,1765642,5800,84,160344
28,1759760,5800,50,164807
56,1744453,9660,105,136332
53,1749559,9786,106,144690
34,1767715,5800,56,153563
35,1770432,5884,50,156403
15,1786986,5800,50,179274
39,1757939,5947,97,151801
64,1747011,10464,118,119093
56,1739280,7441,98,125687
64,1739459,9537,130,124316
68,1734434,8266,85,117750
44,1754682,6738,104,154307
60,1740212,8461,138,134839
